,Title,Popularity,Drama,Comedy,Thriller,Action,Romance,Adventure,Science Fiction,Horror,Family,Fantasy,Mystery,Animation,Music,War,Documentary,Western,Foreign,Quirky,Cerebral,Fast-Paced,Epic,Historical,Heartwarming,Creative,Independent,Tense,Realistic,Funny,New Release,Critically Acclaimed
941,13 Hours: The Secret Soldiers of Benghazi,42,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5,0.5,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
942,The Book of Life,34,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
943,Firewall,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,Absolute Power,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2.5,-2.0,2.0,-3.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0
945,G.I. Jane,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,The Game,62,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
947,Silent Hill,32,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.0,0.0,4.0,0.0,1.0,-4.0,0.0,0.0,7.0,2.0,-3.0,0.0,0.0
948,The Replacements,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0
949,American Reunion,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0
950,The Negotiator,28,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.0,2.0,3.25,-2.0,1.0,-2.0,-1.0,0.0,4.0,3.0,-1.0,0.0,0.0
951,Into the Storm,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
952,Beverly Hills Cop III,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,2.0,4.0,0.0,0.0,-2.0,0.0,-1.0,3.0,1.0,-2.0,0.0,0.0
953,Gremlins 2: The New Batch,33,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.0,0.0,0.0
954,The Judge,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
955,The Peacemaker,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.25
956,Resident Evil: Apocalypse,29,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1.0,1.0,4.0,0.0,-3.0,-2.0,0.0,0.0,2.0,-2.0,-1.0,0.0,0.0
957,Bridget Jones: The Edge of Reason,28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,Out of Time,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
959,On Deadly Ground,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,The Adventures of Sharkboy and Lavagirl,12,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
961,The Beach,41,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,Raising Helen,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,Ninja Assassin,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
964,For Love of the Game,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0
965,Striptease,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0
966,Marmaduke,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0
967,Hereafter,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.25
968,Murder by Numbers,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,-2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
969,Assassins,23,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,6.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
970,Hannibal Rising,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,2.0,1.0,-1.0,0.0,0.0
971,The Story of Us,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.25,-0.75,-1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.25
972,The Host,42,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,-3.0,-2.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0
973,Basic,19,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,Blood Work,10,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,1.0,3.5,-2.0,0.0,-1.0,-1.0,0.0,4.0,2.5,-1.0,0.0,0.0
975,The International,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,Escape from L.A.,21,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-1.0,0.25,0.0,0.0
977,The Iron Giant,61,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
978,The Life Aquatic with Steve Zissou,25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,0.0,0.25
979,Free State of Jones,21,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
980,The Life of David Gale,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
981,Man of the House,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,Run All Night,74,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,2.0,1.25,0.0,2.0,0.0
983,Eastern Promises,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,2.0,-1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
984,Into the Blue,14,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
985,The Messenger: The Story of Joan of Arc,21,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,-1.0,-1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
986,Your Highness,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,-1.0,0.0,0.0,1.0,1.0,2.0,2.0,-1.0,1.0,0.0
987,Dream House,19,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
988,Mad City,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
989,Baby's Day Out,21,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,The Scarlet Letter,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,Fair Game,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
992,Domino,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
993,Jade,8,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0
994,Gamer,27,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,-3.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0
995,Beautiful Creatures,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0
996,Death to Smoochy,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
997,Zoolander 2,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.75,2.0,0.0
998,The Big Bounce,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0
999,What Planet Are You From?,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,1.0,2.0,-3.0,-1.0,1.0,0.0,1.0,-3.0,0.0,0.0,0.0
1000,Drive Angry,30,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,1.0,0.0
1001,Street Fighter: The Legend of Chun-Li,8,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1002,The One,21,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,The Adventures of Ford Fairlane,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,The Boat That Rocked,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,Traffic,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0
1006,Indiana Jones and the Last Crusade,80,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.0,2.0,2.0,0.0,2.0,0.5,-1.0,1.0,0.0,0.0,0.0,1.5
1007,Anna Karenina,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1008,Chappie,116,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1009,The Bone Collector,33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0
1010,Panic Room,53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,The Tooth Fairy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1012,Three Kings,34,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
1013,Child 44,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,2.0,1.0,-1.0,2.0,0.0
1014,Rat Race,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,K-PAX,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,1.0,0.0,-3.0,0.0,1.0,0.0,2.0,0.0,-1.0,0.0,0.0
1016,Kate & Leopold,11,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1017,Bedazzled,19,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,The Cotton Club,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.5,0.5,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.25,0.0,-0.5,0.5
1019,3:10 to Yuma,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1020,Taken 3,88,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.25,0.0,2.0,0.0
1021,Out of Sight,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.25
1022,The Cable Guy,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,-0.25
1023,Earth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,Dick Tracy,7,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,-2.0,1.0,-1.0,0.0,0.0,1.0,3.0,-1.0,0.0,0.0
1025,The Thomas Crown Affair,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,Riding in Cars with Boys,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,First Blood,63,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.0,0.0,2.0,-2.0,0.0,0.0,-1.0,0.0,3.0,3.0,-1.0,0.0,0.0
1028,Solaris,24,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1029,Happily N'Ever After,10,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,Mary Reilly,6,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1031,My Best Friend's Wedding,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-1.0,0.0,4.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
1032,America's Sweethearts,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,Insomnia,41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.5,-1.0,0.0,-1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5
1034,Star Trek: First Contact,25,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1035,Jonah Hex,22,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1036,Courage Under Fire,12,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
1037,Liar Liar,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,The Infiltrator,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,-1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
1039,Inchon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,The Flintstones,28,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1041,Taken 2,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,1.0,0.0,-3.0,0.0,0.0,3.0,2.25,-2.0,1.0,0.0
1042,Scary Movie 3,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,Miss Congeniality,32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,Journey to the Center of the Earth,53,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,The Princess Diaries 2: Royal Engagement,30,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,The Pelican Brief,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,The Client,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,1.0,-2.0,0.0,1.0,0.0,0.0,2.0,2.0,-2.0,0.0,0.0
1048,The Bucket List,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0
1049,Patriot Games,19,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1050,Monster-in-Law,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,Prisoners,88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0
1052,Training Day,52,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1053,Galaxy Quest,30,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,Scary Movie 2,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,The Muppets,17,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,1.0,-0.25
1056,Blade,43,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,3.0,-3.0,-2.0,0.0,0.0,2.0,-2.0,-2.0,0.0,0.0
1057,Coach Carter,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.25,-2.0,1.0,3.0,1.0,0.0,-2.0,2.0,0.0,0.0,0.0
1058,Changing Lanes,17,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.25,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1059,Anaconda,27,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
1060,Coyote Ugly,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,Love Actually,37,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0
1062,A Bug's Life,87,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1063,From Hell,26,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-0.25,0.0,0.0,0.0
1064,The Specialist,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1065,Tin Cup,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0
1066,"Yours, Mine and Ours",2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,Kicking & Screaming,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,-2.0,2.0,0.5,0.0,0.0
1068,The Hitchhiker's Guide to the Galaxy,51,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-1.0,0.0,3.0,1.0,-2.0,-1.0,1.0,0.0,2.0,-2.0,-1.0,0.0,0.0
1069,Fat Albert,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,Resident Evil: Extinction,12,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1.0,1.0,2.0,1.0,-3.0,-2.0,0.0,0.0,2.0,-5.0,-1.0,0.0,0.0
1071,Blended,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,-1.0,0.0,2.0,1.0,0.0,-1.0,0.0,1.0,2.0,0.0
1072,Last Holiday,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,The River Wild,12,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,The Indian in the Cupboard,11,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,Savages,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,0.0
1076,Cellular,24,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0
1077,Johnny English,28,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,The Ant Bully,20,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0
